closePrice.ask,closePrice.bid,closePrice.lastTraded,highPrice.ask,highPrice.bid,highPrice.lastTraded,lastTradedVolume,lowPrice.ask,lowPrice.bid,lowPrice.lastTraded,openPrice.ask,openPrice.bid,openPrice.lastTraded,snapshotTime,snapshotTimeUTC
418.0,416.5,,422.2,420.7,,0,414.4,412.9,,416.5,415.0,,2015/07/21 05:00:00,2015-07-21T04:00:00
