Date,Open,High,Low,Close,Adj Close,Volume,Epic
02/03/2015,0.7246,0.73013,0.7242,0.7243,0.7243,0,EURGBP
03/03/2015,0.7278,0.7286,0.72587,0.7276,0.7276,0,EURGBP
04/03/2015,0.7276,0.728,0.72356,0.72757,0.72757,0,EURGBP
05/03/2015,0.72585,0.72835,0.72256,0.7259,0.7259,0,EURGBP
06/03/2015,0.7234,0.7238,0.71813,0.72342,0.72342,0,EURGBP
09/03/2015,0.7202,0.72182,0.71819,0.72003,0.72003,0,EURGBP
10/03/2015,0.7171,0.71762,0.70962,0.7172,0.7172,0,EURGBP
11/03/2015,0.71014,0.7105,0.7014,0.71,0.71,0,EURGBP
12/03/2015,0.7062,0.71275,0.7034,0.706,0.706,0,EURGBP
13/03/2015,0.7133,0.71692,0.71139,0.71333,0.71333,0,EURGBP
16/03/2015,0.71059,0.71621,0.71059,0.7103,0.7103,0,EURGBP
17/03/2015,0.71307,0.72145,0.71186,0.7131,0.7131,0,EURGBP
18/03/2015,0.71824,0.7253,0.71695,0.71828,0.71828,0,EURGBP
19/03/2015,0.72484,0.7273,0.7154,0.7251,0.7251,0,EURGBP
20/03/2015,0.7228,0.72645,0.7224,0.72276,0.72276,0,EURGBP
23/03/2015,0.72433,0.73303,0.72277,0.72422,0.72422,0,EURGBP
24/03/2015,0.73191,0.73708,0.7303,0.73212,0.73212,0,EURGBP
25/03/2015,0.7351,0.73835,0.73433,0.73502,0.73502,0,EURGBP
26/03/2015,0.7369,0.73832,0.7353,0.7368,0.7368,0,EURGBP
27/03/2015,0.7327,0.73319,0.72669,0.7326,0.7326,0,EURGBP
30/03/2015,0.731,0.7336,0.72899,0.73117,0.73117,0,EURGBP
31/03/2015,0.73124,0.7321,0.72275,0.7312,0.7312,0,EURGBP
01/04/2015,0.7241,0.7296,0.7233,0.724,0.724,0,EURGBP
02/04/2015,0.72593,0.73431,0.72528,0.72591,0.72591,0,EURGBP
03/04/2015,0.73299,0.73781,0.7325,0.733,0.733,0,EURGBP
06/04/2015,0.7368,0.73716,0.7347,0.7367,0.7367,0,EURGBP
07/04/2015,0.7343,0.73498,0.72834,0.7342,0.7342,0,EURGBP
08/04/2015,0.73,0.7314,0.72286,0.73009,0.73009,0,EURGBP
09/04/2015,0.7249,0.7275,0.7234,0.7249,0.7249,0,EURGBP
10/04/2015,0.72483,0.72587,0.72245,0.7248,0.7248,0,EURGBP
13/04/2015,0.72459,0.72686,0.72038,0.7244,0.7244,0,EURGBP
14/04/2015,0.7206,0.72342,0.71819,0.7207,0.7207,0,EURGBP
15/04/2015,0.72058,0.72156,0.71662,0.7207,0.7207,0,EURGBP
16/04/2015,0.7198,0.7229,0.7164,0.71995,0.71995,0,EURGBP
17/04/2015,0.7206,0.72183,0.717,0.72094,0.72094,0,EURGBP
20/04/2015,0.72211,0.7224,0.7185,0.72212,0.72212,0,EURGBP
21/04/2015,0.72083,0.72101,0.71699,0.72078,0.72078,0,EURGBP
22/04/2015,0.719,0.72057,0.71228,0.7192,0.7192,0,EURGBP
23/04/2015,0.7131,0.7185,0.7117,0.7131,0.7131,0,EURGBP
24/04/2015,0.71844,0.7211,0.7147,0.71853,0.71853,0,EURGBP
27/04/2015,0.716,0.71704,0.71468,0.71608,0.71608,0,EURGBP
28/04/2015,0.7144,0.71716,0.7133,0.71437,0.71437,0,EURGBP
29/04/2015,0.71555,0.72211,0.7137,0.7152,0.7152,0,EURGBP
30/04/2015,0.7203,0.72943,0.7188,0.7204,0.7204,0,EURGBP
01/05/2015,0.73024,0.74168,0.73,0.7302,0.7302,0,EURGBP
04/05/2015,0.7383,0.7396,0.7351,0.7384,0.7384,0,EURGBP
05/05/2015,0.7372,0.73725,0.7314,0.7372,0.7372,0,EURGBP
06/05/2015,0.73711,0.74458,0.7366,0.73705,0.73705,0,EURGBP
07/05/2015,0.74397,0.74811,0.74028,0.744,0.744,0,EURGBP
08/05/2015,0.7302,0.7312,0.72268,0.73,0.73,0,EURGBP
11/05/2015,0.72505,0.7255,0.7143,0.7252,0.7252,0,EURGBP
